,ForStrat_terrestrial,ForStrat_aquatic,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,female_maturity_d,weaning_d,litters_or_clutches_per_y,longevity_y,adult_svl_cm,development_d,log_litterclutch_size_n,log_birthhatching_weight_g,log_weaning_weight_g,log_male_body_mass_g,log_range_size,X2.1_AgeatEyeOpening_d,X9.1_GestationLen_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X6.2_TrophicLevel,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.6_GR_MinLong_dd,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,log_HomeRange_km2,log_HuPopDen_Mean_n.km2,log_NeonateHeadBodyLen_mm,Cingulata,Didelphimorphia,Erinaceomorpha,Perissodactyla,Pholidota,Primates,Rodentia,Soricomorpha,AA_83_Y,AA_30_negative
51,0.0,1.0,1.0,1.0,1.0,0.5627557393741536,0.7044070219029613,0.03421052631578947,0.6825396825396824,1.0,0.9674917867843663,0.009110877031836577,0.8694723607291328,0.9141497300446654,0.9493294935650745,0.6126572179681271,0.0,0.9185134382099533,0.203125,0.08,1.0,0.4354655812326404,0.548781991273075,0.6001411967252128,0.589446200844137,0.720967449544831,0.46984976125817357,0.7357993590703085,0.21100403340814491,0.8746286944156109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,1.0,0.0,1.0,1.0,1.0,0.15699432098506244,0.11199233068469105,0.2368421052631579,0.23809523809523808,0.06596899896627482,0.0021846319756744295,0.32170159211730676,0.33481067389039343,0.3334793115389142,0.4304808221754677,0.4910228226372042,0.1919473684210526,0.0,0.0,0.32,1.0,0.1959600836954772,0.09920302013422816,0.9751386321626616,0.2794432548179872,0.6416745655608215,0.4106158615311012,0.38326868976988426,0.44105873912750465,0.30470117707073174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1.0,0.0,1.0,1.0,1.0,0.04750007872941226,0.018934005519723837,0.868421052631579,0.2222222222222222,0.010865282469647169,0.12254506845736077,0.9974876086859688,0.2582796598353016,0.08049514293718192,0.1456420160396823,0.5274067272420633,0.763157894736842,0.12433023275751212,0.0290625,0.4000000000000001,0.0,0.4234669241912119,0.5246434563758389,0.6662661737523105,0.09794432548179874,0.9024012638230648,0.24007261621543688,0.1914740529048713,0.38733285147545105,0.22106109127106044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
74,1.0,0.0,0.0,0.0,1.0,0.9421233847348919,0.56381311621688,0.0,0.9103174603174603,0.1461769590968262,0.47608856375734465,0.04172554813295423,0.6494713537117703,0.5860461655110009,0.6662084427356854,0.5760293759609654,0.0,0.4693943160872734,0.765625,0.0,0.5,0.4327217125382262,0.4653942953020134,0.5066235366605052,0.59203426124197,0.9107109004739337,0.7487138147762201,0.7275269836460048,0.4872377127069133,0.6035602274954625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
27,0.0,1.0,1.0,1.0,0.0,0.4608622970093321,0.39652844260183706,0.21052631578947367,0.4444444444444444,0.5220187035460258,0.6140038800842723,0.009110877031836577,0.7856463652530867,0.7783181842834439,0.8928453922776285,0.6722550134924674,0.0,0.7064597711003473,0.17953125,0.12000000000000002,0.5,0.4369883577809769,0.5516862003473314,0.6001411967252128,0.5873704307697087,0.7194635057517883,0.4603144514482177,0.6582071601772528,0.2229976320985196,0.8184792004070575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11,1.0,0.0,1.0,1.0,0.0,0.050649255219760034,0.04073101827330049,0.47368421052631576,0.240740746031746,0.052267003081519554,0.21534467711361754,0.2444130974993731,0.43126475340495674,0.2939579736335254,0.326970123474307,0.1658514714665391,0.48026315789473684,0.2143040850443654,0.032968750000000005,0.4000000000000001,0.0,0.09979076130693706,0.21560402684563756,0.33361059765865675,0.0,0.3751342812006319,0.0,0.3417148040259026,0.40164555108899513,0.4268309438648218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
64,1.0,0.0,1.0,1.0,1.0,0.07888139151611853,0.007726913760670237,0.5026315789473683,0.07936507936507936,0.0250166852355991,0.034088041224505684,0.5045554385159183,0.346534979400818,0.23239280932743583,0.24478013264784038,0.49032308482316456,0.18421052631578946,0.03849286296026406,0.032968750000000005,0.4000000000000001,0.0,0.766296475132786,0.9265939597315436,0.1608749229821318,0.12038543897216275,0.28480252764612957,0.14405929887340008,0.10068475427608536,0.3119687233040145,0.2944276107235231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8,1.0,0.0,0.0,0.0,1.0,0.3826249435772546,0.6001835339683395,0.07894736842105263,0.8253968253968254,0.07530200946524156,0.32711111605232,0.009110877031836577,0.5338246159483977,0.4461657472922288,0.4524556080294462,0.3136697679918028,0.29010526315789475,0.31844485404432255,0.26796875,0.24000000000000005,0.5,0.45597939803637527,0.5721476510067114,0.2810536044362291,0.8783297644539614,0.9069826224328594,0.8045195074156362,0.49312703741846686,0.5433103091789095,0.5076123984792307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1,1.0,0.0,0.0,0.0,1.0,0.1448581820853847,0.10422348793462183,0.13157894736842105,0.2698412698412698,0.2573528951899169,0.1649258170134469,0.5105286791455826,0.5734525559577793,0.47373062458048376,0.6873004110455716,0.6476226607075015,0.2376315789473684,0.1709460328346693,0.2453125,1.0000000000000002,1.0,0.6306132303235151,0.25041946308724833,0.5085951940850276,0.17036402569593148,0.8764296998420221,0.28862324112122584,0.8706135455245148,0.4091611293085949,0.5656040349057521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38,1.0,0.0,1.0,0.0,0.0,0.172802903509541,0.11266245610578329,0.26554325694556313,0.14735449206349208,0.17512394427354674,0.11798151123167663,0.4223333255042507,0.5484089218489001,0.42542402399022605,0.6006785684496276,0.7682689281345175,0.355,0.12207981482275282,0.11953125,0.44000000000000006,1.0,0.6735071624014163,0.9431627516778525,0.5290819470117066,0.15815845824411134,0.5695102685624013,0.20961050706828413,0.6994402564029083,0.4977231129246077,0.36680983886888074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
59,1.0,0.0,1.0,0.0,0.0,0.08345317699421602,0.0952754816757583,0.21052631578947367,0.15079365079365079,0.0,0.21906966920576787,0.009110877031836577,0.24915690898846354,0.04808035374158996,0.06612404037628411,0.627910311769299,0.11331578947368422,0.20564768095140812,0.0,0.25999999999999995,0.8,0.4344930738134162,0.5499536682993731,0.6001411967252128,0.5883497383184968,0.724761776092199,0.4726799764373003,0.3453433436693888,0.2698482676015831,0.3118159383925725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4,1.0,0.0,1.0,0.0,0.0,0.11756208099567016,0.0840971143116107,0.2286375658009973,0.1467552165739508,0.05938694362332056,0.23380717487488895,0.24659799375673222,0.3883894413528891,0.29101162072068576,0.32586242175329877,0.4321746212197166,0.16578947368421054,0.2063406886448905,0.026718750000000003,0.21999999999999997,0.6,0.43727215545317233,0.5485090612761288,0.6001411967252128,0.5902062947694175,0.7207362730241959,0.47274063968700253,0.4746960564936741,0.26473075783119754,0.30266719011641485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
80,1.0,0.0,1.0,0.0,0.0,0.15719639314319309,0.38574670247066933,0.21052631578947367,0.2857142857142857,0.1429524870605663,0.03582685262906284,0.011360123961175108,0.16140878965947283,0.43430574985304005,0.5355882575194221,0.509134895053351,0.09226315789473682,0.04674439538771486,0.0,0.16,0.0,0.18807339449541283,0.1464974832214765,0.9804682686383239,0.19481798715203427,0.7115323854660347,0.3313475288859178,0.2504431411753984,0.37095448132130315,0.09891751454933928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71,1.0,0.0,1.0,0.0,0.0,0.07816252899866685,0.08571931445479389,0.3986842105263158,0.23809523809523808,0.02680359132385618,0.25678517785572536,0.11333604038346191,0.3721510036073232,0.25438632763921964,0.2793829260060649,0.4493870708725871,0.3424210526315789,0.2566762398731193,0.0,0.3,0.5,0.3472557540640592,0.4337248322147651,0.6564386937769562,0.24171306209850107,0.8926698262243286,0.4679420381038517,0.42005995987815936,0.5433943841992261,0.31878170442702525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
